Id,Refreshing,Runner,Baker,Counter,Regulator,Has Python,Has Whiteboard,Has Reached Balmers Peak,DNE,Type of Activity Id,Type of Movie Id,Type of GPU Id,Type of Laptop Id,Type of Toaster Id,Type of Deck Id,Type of Whale Id,Type of Star Id,Type of Dog Id,Status
151428,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.5,0.3,0.2,0.1,0.2,0.1,0.225
151433,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.41304537561855126
151434,0,0,0,0,0,0,0,0,0,0.3,0.6,0.5,0.3,0.3,0.3,0.1,0.2,0.1,0.3
151436,0,0,0,0,0,1,1,1,0,0.1,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.15
151437,1,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.1,0.3,0.2,0.1,0.1,0.1,0.1
151439,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.4,0.3,0.3,0.1,0.2,0.1,0.45991787624140573
151440,0,0,0,0,0,1,1,0,0,0.3,0.2,0.3,0.4,0.4,0.3,0.4,0.2,0.4,0.355
151443,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.05710922122560054
151446,0,0,0,0,0,1,1,0,0,0.4,0.1,0.3,0.4,0.1,0.3,0.1,0.1,0.1,0.07142857142857142
151451,0,0,0,0,0,1,1,0,0,0.1,0.6,0.1,0.3,0.1,0.2,0.5,0.1,0.4,0.2
151455,0,0,0,0,0,1,1,0,0,0.1,0.6,0.1,0.4,0.1,0.3,0.1,0.1,0.1,0.4
151461,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.41304537561855126
151462,0,0,0,0,0,1,1,0,0,0.1,0.5,0.1,0.3,0.1,0.2,0.1,0.1,0.1,0.1
151464,0,0,0,0,0,1,1,0,1,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.3,0.175
151473,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.41304537561855126
151477,0,0,0,0,0,1,1,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.0
151480,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.05710922122560054
151488,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.05710922122560054
151491,0,0,0,0,0,1,1,0,1,0.1,0.1,0.2,0.1,0.2,0.2,0.1,0.1,0.1,0.0
151492,0,0,0,0,0,0,0,0,0,0.4,0.1,0.2,0.5,0.1,0.3,0.1,0.1,0.1,0.2
151496,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.33467152412804585
151499,0,0,0,0,0,1,1,0,0,0.3,0.6,0.4,0.2,0.2,0.2,0.1,0.3,0.1,0.3
151504,0,0,0,0,0,1,0,0,0,0.3,0.5,0.2,0.2,0.2,0.2,0.5,0.3,0.4,0.6
151506,0,0,0,0,0,1,1,1,0,0.4,0.1,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.2
151507,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.6,0.3,0.3,0.4,0.3,0.4,0.9
151508,0,0,0,0,0,1,0,0,1,0.2,0.2,0.2,0.6,0.2,0.2,0.3,0.6,0.3,0.1
151510,0,0,0,0,0,1,1,0,0,0.3,0.3,0.4,0.3,0.2,0.3,0.1,0.2,0.1,0.0
151511,1,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.041025641025641026
151514,0,0,0,0,0,1,1,0,1,0.2,0.2,0.2,0.3,0.2,0.3,0.1,0.2,0.1,0.3
151516,0,0,0,0,0,0,0,0,0,0.2,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.24444444444444446
151517,0,0,0,0,0,1,1,0,0,0.2,0.2,0.3,0.5,0.3,0.2,0.2,0.2,0.4,0.05
151518,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.05710922122560054
151519,0,0,0,0,0,0,1,0,0,0.3,0.2,0.2,0.3,0.3,0.3,0.1,0.2,0.1,0.3
151523,0,0,0,0,0,1,1,0,0,0.3,0.2,0.3,0.3,0.3,0.2,0.1,0.2,0.1,0.20833333333333331
151525,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.1
151533,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.4101489340281669
151534,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.5,0.3,0.3,0.5,0.3,0.4,0.23333333333333334
151543,0,1,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.3816666666666667
151544,1,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.09179310344827588
151555,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.4101489340281669
151559,0,0,0,0,0,1,1,0,1,0.2,0.2,0.2,0.5,0.4,0.3,0.2,0.2,0.4,0.5375
151564,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.2,0.1,0.2,0.5,0.1,0.4,0.025
151565,0,0,0,0,0,1,1,0,0,0.3,0.6,0.3,0.4,0.3,0.3,0.1,0.2,0.1,0.1
151566,0,0,0,0,0,1,1,0,0,0.4,0.1,0.3,0.6,0.1,0.2,0.1,0.1,0.1,0.5
151568,0,0,0,0,0,1,1,0,0,0.3,0.5,0.3,0.3,0.3,0.3,0.5,0.2,0.4,0.76
151570,1,0,0,0,0,1,1,0,0,0.2,0.2,0.4,0.5,0.3,0.3,0.1,0.2,0.1,0.06666666666666667
151578,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.05710922122560054
151579,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.4,0.3,0.2,0.2,0.2,0.4,0.49410533910533916
151580,0,0,0,0,0,1,1,0,0,0.3,0.3,0.3,0.4,0.2,0.3,0.1,0.2,0.1,0.40343434343434337
151582,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.4,0.7464285714285714
151585,0,0,0,0,0,1,0,0,1,0.3,0.3,0.2,0.5,0.2,0.2,0.1,0.4,0.1,0.5
151587,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7107954545454545
151590,1,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.4,0.3,0.3,0.4,0.2,0.4,0.6833333333333333
151596,0,0,0,0,0,1,1,0,0,0.4,0.1,0.3,0.4,0.1,0.2,0.1,0.1,0.1,0.6297619047619047
151599,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.05710922122560054
151600,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.05710922122560054
151602,0,0,0,0,0,1,1,0,0,0.3,0.3,0.5,0.2,0.2,0.2,0.1,0.2,0.1,0.3
151605,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.05710922122560054
151607,0,0,0,0,0,1,1,0,0,0.3,0.6,0.2,0.3,0.2,0.2,0.5,0.5,0.4,0.5
151610,0,0,0,0,0,0,0,0,0,0.3,0.2,0.2,0.5,0.3,0.2,0.5,0.2,0.4,0.4
151611,0,0,0,0,0,1,0,0,0,0.4,0.1,0.2,0.3,0.1,0.3,0.5,0.1,0.4,0.6728571428571428
151619,0,0,0,0,0,1,1,0,0,0.2,0.2,0.5,0.2,0.2,0.3,0.1,0.2,0.1,0.55
151620,0,0,0,0,0,1,1,0,1,0.2,0.2,0.2,0.6,0.4,0.3,0.3,0.2,0.4,0.2666666666666667
151624,0,0,0,0,0,0,0,0,0,0.3,0.2,0.2,0.3,0.2,0.2,0.1,0.2,0.1,0.3
151626,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.33467152412804585
151629,1,0,0,0,0,1,1,0,0,0.3,0.6,0.3,0.3,0.3,0.3,0.1,0.2,0.1,0.9800000000000001
151632,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.41304537561855126
151633,0,0,0,0,0,1,1,0,0,0.1,0.6,0.1,0.2,0.1,0.2,0.5,0.1,0.3,0.4
151635,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.05710922122560054
151638,0,0,0,0,0,1,1,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.0
151640,0,1,0,0,0,1,1,0,0,0.3,0.5,0.2,0.5,0.2,0.3,0.4,0.4,0.4,0.7666666666666667
151644,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.4101489340281669
151658,0,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.3,0.3,0.2,0.4,0.2,0.4,0.5
151659,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.3,0.2,0.1,0.2,0.1,0.31
151663,0,0,0,0,0,0,0,0,0,0.3,0.4,0.4,0.4,0.3,0.2,0.1,0.2,0.1,0.1
151665,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.4101489340281669
151666,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.4101489340281669
151669,0,0,0,0,0,0,0,0,0,0.3,0.5,0.3,0.3,0.3,0.2,0.1,0.2,0.1,0.0
151672,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.05710922122560054
151675,0,0,0,0,0,1,1,0,0,0.2,0.2,0.3,0.5,0.3,0.3,0.1,0.2,0.1,0.6269457735247208
151676,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.4,0.2,0.3,0.1,0.6,0.1,0.5844444444444445
151684,0,0,0,0,0,1,1,0,0,0.3,0.5,0.3,0.3,0.3,0.2,0.1,0.2,0.1,0.9
151685,0,0,0,0,0,1,1,0,0,0.3,0.3,0.2,0.6,0.3,0.2,0.4,0.3,0.4,0.0
151688,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.2,0.1,0.3,0.1,0.1,0.1,0.1
151691,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.6,0.3,0.2,0.1,0.6,0.1,0.4119047619047619
151692,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.4101489340281669
151695,1,1,0,0,0,1,1,0,0,0.2,0.2,0.2,0.4,0.4,0.2,0.3,0.2,0.4,0.1
151697,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7107954545454545
151698,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.41304537561855126
151710,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.4,0.2,0.3,0.5,0.3,0.4,0.6
151711,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.4,0.3,0.2,0.5,0.2,0.4,0.370530303030303
151721,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.2,0.3,0.3,0.1,0.2,0.1,0.49000000000000005
151723,0,0,0,0,0,0,0,0,0,0.3,0.2,0.2,0.4,0.3,0.3,0.1,0.2,0.1,0.21166666666666661
151725,0,0,0,0,0,1,1,0,0,0.4,0.1,0.3,0.2,0.1,0.3,0.3,0.1,0.3,0.2
151726,0,0,0,0,0,1,1,0,0,0.1,0.3,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1303030303030303
151728,0,0,0,0,0,1,1,0,0,0.1,0.3,0.1,0.3,0.1,0.2,0.5,0.1,0.4,0.5
151737,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.4,0.1,0.2,0.1,0.1,0.1,0.06666666666666667
151739,0,0,0,0,0,1,1,0,0,0.3,0.5,0.5,0.3,0.2,0.2,0.5,0.3,0.4,0.3
151742,0,0,0,0,0,0,0,0,0,0.3,0.5,0.3,0.3,0.3,0.2,0.5,0.2,0.4,0.2
151744,0,0,0,0,0,1,1,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.0
151752,0,1,0,0,0,1,1,0,1,0.1,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.4,0.255
151758,1,1,0,1,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.15333333333333332
151765,1,1,0,0,0,1,1,0,0,0.3,0.4,0.4,0.3,0.2,0.2,0.5,0.3,0.4,0.5
151772,1,0,0,1,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.22333333333333333
151774,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7107954545454545
151777,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1207358429674725
151778,0,0,0,0,0,1,1,0,0,0.1,0.6,0.1,0.3,0.1,0.2,0.1,0.1,0.1,0.1
151781,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.1,0.2,0.2,0.1,0.1,0.1,0.03655913978494624
151782,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.41304537561855126
151794,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.5,0.3,0.2,0.1,0.2,0.1,0.225
151807,0,0,0,0,0,1,1,0,1,0.1,0.1,0.2,0.1,0.4,0.2,0.1,0.1,0.1,0.0
151808,0,0,0,0,0,1,1,0,0,0.3,0.3,0.3,0.2,0.2,0.3,0.5,0.2,0.4,1.0
151810,0,0,0,0,0,1,1,0,0,0.3,0.4,0.3,0.3,0.3,0.2,0.1,0.2,0.1,0.65
151811,1,0,0,1,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.06999999999999999
151814,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1207358429674725
151815,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.05710922122560054
151816,0,1,0,0,0,0,0,0,0,0.1,0.1,0.2,0.1,0.3,0.2,0.1,0.1,0.4,0.33333333333333337
151821,0,0,0,0,0,1,1,0,0,0.3,0.2,0.3,0.4,0.3,0.3,0.1,0.2,0.1,0.06847909035409036
151827,0,0,0,0,0,1,1,0,0,0.1,0.5,0.1,0.6,0.1,0.2,0.5,0.1,0.4,0.25
151829,0,0,0,0,0,1,1,0,0,0.1,0.1,0.2,0.1,0.4,0.2,0.1,0.1,0.4,0.6611111111111111
151830,0,1,0,0,0,1,1,0,0,0.3,0.3,0.2,0.3,0.2,0.2,0.1,0.4,0.1,0.3
151831,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.05710922122560054
151833,1,0,0,0,0,1,1,0,0,0.2,0.1,0.3,0.1,0.1,0.3,0.1,0.1,0.1,0.1
151838,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.4,0.3,0.3,0.3,0.2,0.4,0.41327565701854674
151845,0,0,0,0,0,0,0,0,0,0.3,0.6,0.2,0.3,0.2,0.2,0.1,0.5,0.1,0.2
151846,1,0,0,0,0,1,1,0,0,0.3,0.6,0.3,0.5,0.2,0.3,0.1,0.5,0.1,0.45
151847,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.4101489340281669
151848,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.05710922122560054
151849,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.2,0.1,0.2,0.1,0.1
151851,1,1,0,0,0,0,1,0,0,0.4,0.1,0.2,0.1,0.1,0.3,0.1,0.1,0.1,0.45666666666666667
151857,0,1,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.2356651475459525
151860,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.41304537561855126
151862,0,1,0,0,0,0,0,0,0,0.3,0.4,0.2,0.6,0.4,0.2,0.5,0.2,0.4,0.3
151867,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.3,0.3,0.1,0.1,0.1,0.03958333333333333
151869,0,1,0,0,0,0,0,0,0,0.4,0.1,0.2,0.4,0.1,0.2,0.5,0.1,0.4,0.27
151873,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.4101489340281669
151877,0,0,0,0,0,0,0,0,0,0.3,0.2,0.2,0.5,0.3,0.2,0.1,0.3,0.1,0.6
151879,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.4,0.3,0.3,0.1,0.2,0.1,0.44751748251748247
151881,0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.4,0.2,0.2,0.4,0.3,0.4,0.1
151884,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5718159859464207
151885,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.05710922122560054
151887,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.6,0.4,0.2,0.3,0.2,0.4,0.0
151889,0,0,0,0,0,1,1,0,0,0.3,0.1,0.3,0.1,0.1,0.2,0.1,0.1,0.1,0.07695289206917114
151899,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.4,0.1,0.3,0.5,0.1,0.4,0.8666666666666666
151901,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1207358429674725
151911,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.05710922122560054
151912,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.05710922122560054
151913,0,0,0,0,0,1,1,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.0
151914,0,0,0,0,0,1,0,0,1,0.1,0.1,0.2,0.1,0.4,0.2,0.1,0.1,0.4,0.22428571428571428
151916,0,0,0,0,0,1,1,0,0,0.3,0.3,0.2,0.4,0.3,0.4,0.5,0.2,0.4,0.35
151921,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1207358429674725
151924,0,0,0,0,0,1,1,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.0
151928,1,0,0,1,0,1,1,0,0,0.4,0.1,0.2,0.4,0.1,0.2,0.5,0.1,0.3,0.36666666666666664
151930,0,0,0,0,0,1,1,0,0,0.1,0.3,0.1,0.3,0.1,0.3,0.1,0.1,0.1,0.5076923076923077
151935,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.41304537561855126
151938,0,0,0,0,0,1,0,0,1,0.4,0.1,0.2,0.3,0.1,0.2,0.1,0.1,0.1,0.3
151939,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.6,0.1,0.2,0.1,0.1,0.1,0.0
151942,0,0,0,0,0,0,0,0,0,0.4,0.1,0.3,0.6,0.1,0.3,0.1,0.1,0.1,0.1
151943,0,0,0,0,0,0,0,0,0,0.3,0.2,0.3,0.4,0.3,0.3,0.2,0.2,0.3,0.2
151946,0,0,0,0,0,1,1,0,0,0.1,0.1,0.2,0.1,0.2,0.3,0.1,0.1,0.3,0.35
151948,0,0,0,0,0,1,1,0,0,0.3,0.2,0.3,0.4,0.3,0.2,0.2,0.2,0.4,0.3178571428571429
151950,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.12222222222222223
151953,0,0,0,0,0,1,0,0,1,0.1,0.1,0.2,0.1,0.2,0.2,0.1,0.1,0.2,0.1
151956,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.05710922122560054
151963,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1207358429674725
151969,0,0,0,0,0,1,1,0,0,0.3,0.4,0.3,0.4,0.3,0.3,0.2,0.2,0.4,0.7333333333333333
151976,0,0,0,0,0,1,1,1,0,0.3,0.2,0.2,0.4,0.3,0.3,0.1,0.2,0.1,1.0
151977,0,0,0,0,0,1,1,0,0,0.1,0.5,0.1,0.3,0.1,0.3,0.5,0.1,0.4,0.45
151978,0,0,0,0,0,1,0,0,1,0.1,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.0352259321009321
151982,0,0,0,0,0,1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.16808080808080808
151993,0,0,0,0,0,0,0,0,0,0.3,0.2,0.2,0.5,0.3,0.2,0.3,0.2,0.4,0.3163492063492063
151995,0,0,0,0,0,0,0,0,0,0.3,0.2,0.2,0.4,0.3,0.2,0.3,0.2,0.4,0.21305555555555555
151999,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5718159859464207
152001,0,0,0,0,0,1,1,0,0,0.3,0.3,0.2,0.4,0.3,0.2,0.1,0.3,0.1,0.7844551282051283
152002,0,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,0.3,0.3,0.1,0.2,0.1,0.0
152003,0,0,0,0,0,1,1,0,0,0.3,0.6,0.4,0.3,0.3,0.2,0.4,0.2,0.4,0.15
152007,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.41304537561855126
152008,0,0,0,0,0,0,0,0,0,0.4,0.1,0.3,0.2,0.1,0.3,0.1,0.1,0.1,0.3
152011,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.4,0.3,0.3,0.1,0.2,0.1,0.44751748251748247
152012,1,1,0,0,0,1,1,0,0,0.3,0.2,0.2,0.4,0.3,0.2,0.1,0.2,0.1,0.2
152013,0,0,0,0,0,1,1,0,0,0.1,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.04555555555555556
152019,0,0,0,0,0,1,1,1,1,0.4,0.1,0.2,0.3,0.1,0.2,0.1,0.1,0.1,0.4
152020,0,0,0,0,0,1,1,0,0,0.1,0.1,0.2,0.1,0.2,0.2,0.1,0.1,0.4,0.1
152023,0,0,0,0,0,1,1,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.0
152024,0,0,0,0,0,1,0,0,1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3
152027,0,0,0,0,0,1,1,0,0,0.3,0.4,0.3,0.4,0.3,0.3,0.1,0.2,0.1,0.6097047397047397
152028,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5718159859464207
152030,0,0,0,0,0,1,1,0,0,0.3,0.3,0.2,0.5,0.3,0.3,0.4,0.2,0.4,0.175
152043,0,0,0,0,0,1,1,0,0,0.3,0.4,0.3,0.4,0.3,0.4,0.5,0.2,0.4,0.9
152044,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.4101489340281669
152050,0,1,0,0,0,1,1,0,0,0.2,0.3,0.4,0.5,0.2,0.2,0.1,0.6,0.1,0.2
152051,0,0,0,0,0,0,1,0,0,0.4,0.1,0.3,0.1,0.1,0.2,0.1,0.1,0.1,0.268
152052,0,0,0,0,0,0,0,0,0,0.3,0.6,0.3,0.2,0.2,0.2,0.3,0.2,0.4,0.04444444444444444
152054,0,0,0,0,0,1,1,0,0,0.3,0.5,0.4,0.4,0.3,0.2,0.1,0.2,0.1,0.0
152055,1,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.3,0.1,0.2,0.4,0.1,0.3,0.425
152056,0,0,0,0,0,1,0,0,1,0.3,0.2,0.4,0.3,0.3,0.2,0.5,0.2,0.4,0.2
152060,0,0,0,0,0,1,1,0,0,0.1,0.6,0.1,0.3,0.1,0.2,0.5,0.1,0.4,0.2
152063,0,0,0,0,0,1,0,0,1,0.3,0.2,0.2,0.4,0.3,0.2,0.5,0.2,0.4,0.0
152066,0,1,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.3647435897435897
152068,0,0,0,0,0,1,1,1,0,0.2,0.2,0.2,0.4,0.2,0.2,0.1,0.3,0.1,0.7
152069,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.4,0.3,0.3,0.4,0.2,0.4,0.5878030303030303
152070,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1207358429674725
152073,0,0,0,0,0,1,1,0,0,0.4,0.1,0.3,0.2,0.1,0.3,0.1,0.1,0.1,0.2
152077,1,0,0,0,0,1,1,0,0,0.3,0.4,0.3,0.3,0.2,0.3,0.5,0.2,0.4,0.8
152078,0,1,0,0,0,0,0,0,0,0.1,0.1,0.2,0.1,0.3,0.2,0.1,0.1,0.4,0.33333333333333337
152079,0,0,0,0,0,1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.16808080808080808
152081,0,1,0,0,0,1,1,0,0,0.4,0.1,0.2,0.3,0.1,0.3,0.1,0.1,0.1,0.4
152083,0,0,0,0,0,1,1,0,0,0.3,0.3,0.3,0.4,0.3,0.2,0.1,0.2,0.1,0.8254761904761905
152084,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.12222222222222223
152087,0,1,0,0,0,1,1,0,0,0.2,0.2,0.2,0.6,0.3,0.3,0.1,0.4,0.1,0.5
152091,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.3,0.9
152095,0,0,0,0,0,1,1,0,0,0.3,0.4,0.3,0.4,0.3,0.2,0.1,0.2,0.1,0.0
152097,0,0,0,1,0,1,1,0,0,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.2,0.4,0.3
152102,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.05710922122560054
152103,0,0,0,0,0,1,1,0,0,0.3,0.2,0.3,0.3,0.3,0.3,0.1,0.2,0.1,0.78015873015873
152113,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.5,0.4,0.2,0.1,0.2,0.1,0.25
152114,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.05710922122560054
